                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.34355,                0.21259,                0.95167,                0.98539,                0.98241,                0.99396,                0.96927,                0.22186,                0.12826,                0.77753,               0.002278,               0.002278,               0.002278
                    158,                0.34039,                0.21076,                0.94779,                0.98812,                0.98029,                0.99397,                0.96955,                0.22106,                0.12843,                0.77716,              0.0022285,              0.0022285,              0.0022285
                    159,                0.33811,                 0.2099,                0.94857,                0.98792,                0.98029,                0.99398,                0.96951,                0.22042,                0.12823,                0.77686,               0.002179,               0.002179,               0.002179
                    160,                0.33637,                0.20888,                0.94547,                0.98975,                0.97772,                0.99402,                0.96941,                0.21993,                0.12853,                0.77652,              0.0021295,              0.0021295,              0.0021295
                    161,                0.33421,                0.20788,                0.94283,                0.98975,                0.97772,                0.99402,                0.96937,                 0.2193,                0.12731,                0.77622,                0.00208,                0.00208,                0.00208
                    162,                0.33323,                0.20917,                0.94469,                0.98876,                0.97952,                0.99398,                0.96986,                 0.2185,                 0.1271,                0.77578,              0.0020305,              0.0020305,              0.0020305
                    163,                0.33141,                0.20661,                0.94274,                0.98906,                0.97943,                0.99394,                0.96987,                0.21778,                0.12709,                0.77554,               0.001981,               0.001981,               0.001981
                    164,                0.33115,                0.20595,                0.94306,                0.98907,                0.97943,                0.99395,                0.96995,                0.21726,                0.12664,                0.77537,              0.0019315,              0.0019315,              0.0019315
                    165,                0.32832,                0.20589,                0.94252,                 0.9902,                0.97943,                0.99395,                 0.9701,                 0.2167,                0.12631,                0.77493,               0.001882,               0.001882,               0.001882
                    166,                  0.324,                0.20047,                0.93889,                0.98858,                0.97943,                0.99398,                 0.9708,                0.21607,                0.12556,                0.77469,              0.0018325,              0.0018325,              0.0018325
                    167,                0.32016,                 0.2008,                0.93944,                  0.988,                0.97943,                0.99396,                0.97122,                0.21542,                 0.1255,                0.77446,               0.001783,               0.001783,               0.001783
                    168,                0.32157,                0.20202,                0.94055,                0.98706,                0.98042,                0.99397,                0.97145,                0.21483,                0.12528,                0.77421,              0.0017335,              0.0017335,              0.0017335
                    169,                0.31756,                0.20024,                0.93852,                0.98706,                0.98051,                0.99397,                0.97144,                 0.2138,                0.12523,                0.77372,               0.001684,               0.001684,               0.001684
                    170,                0.31698,                0.19852,                0.93705,                0.98706,                0.98063,                0.99393,                0.97142,                0.21315,                0.12508,                0.77349,              0.0016345,              0.0016345,              0.0016345
                    171,                0.31658,                0.19984,                0.93842,                0.98623,                0.98176,                0.99394,                0.97102,                0.21231,                0.12573,                0.77309,               0.001585,               0.001585,               0.001585
                    172,                0.31016,                0.19321,                0.93427,                0.98623,                0.98179,                0.99393,                0.97127,                0.21158,                0.12518,                 0.7728,              0.0015355,              0.0015355,              0.0015355
                    173,                0.30916,                0.19378,                 0.9338,                0.98624,                 0.9824,                0.99391,                0.97157,                0.21096,                0.12469,                0.77237,               0.001486,               0.001486,               0.001486
                    174,                0.30545,                0.19288,                0.93179,                0.98541,                0.98286,                0.99388,                0.97159,                0.21031,                0.12438,                0.77203,              0.0014365,              0.0014365,              0.0014365
                    175,                0.30711,                0.19144,                0.93276,                0.98543,                0.98286,                0.99389,                0.97151,                0.20965,                0.12403,                0.77169,               0.001387,               0.001387,               0.001387
                    176,                0.30283,                0.18792,                0.93166,                0.98546,                0.98286,                 0.9939,                0.97173,                0.20879,                 0.1229,                0.77135,              0.0013375,              0.0013375,              0.0013375
                    177,                0.30073,                0.18925,                0.93286,                0.98624,                 0.9828,                 0.9939,                  0.972,                0.20805,                0.12242,                0.77108,               0.001288,               0.001288,               0.001288
                    178,                0.29683,                 0.1878,                0.93004,                0.98588,                0.98201,                0.99389,                0.97195,                0.20738,                0.12275,                0.77088,              0.0012385,              0.0012385,              0.0012385
                    179,                0.29757,                0.18696,                0.92977,                0.98624,                0.98251,                0.99383,                0.97208,                0.20672,                 0.1226,                0.77068,               0.001189,               0.001189,               0.001189
                    180,                0.29609,                0.18496,                0.93072,                0.98708,                0.98199,                0.99382,                0.97231,                0.20601,                0.12253,                0.77046,              0.0011395,              0.0011395,              0.0011395
                    181,                0.29313,                0.18389,                 0.9281,                0.98708,                 0.9821,                0.99384,                0.97236,                0.20528,                0.12225,                0.77028,                0.00109,                0.00109,                0.00109
                    182,                0.29131,                0.18258,                0.92797,                0.98709,                0.98249,                0.99384,                0.97248,                 0.2046,                0.12177,                0.76998,              0.0010405,              0.0010405,              0.0010405
                    183,                0.28818,                0.17884,                0.92388,                0.98644,                0.98201,                0.99384,                0.97233,                 0.2038,                 0.1212,                0.76971,               0.000991,               0.000991,               0.000991
                    184,                0.28927,                0.18184,                 0.9275,                0.98649,                0.98201,                0.99384,                0.97258,                0.20309,                0.12153,                0.76943,              0.0009415,              0.0009415,              0.0009415
                    185,                0.28408,                0.17886,                0.92321,                0.98927,                0.97943,                0.99384,                0.97246,                0.20264,                0.12042,                 0.7694,               0.000892,               0.000892,               0.000892
                    186,                0.28409,                0.17744,                 0.9239,                0.98939,                0.97943,                0.99382,                0.97248,                0.20191,                0.12073,                0.76937,              0.0008425,              0.0008425,              0.0008425
                    187,                0.27821,                0.17491,                0.92346,                0.99005,                0.97943,                0.99376,                0.97279,                0.20098,                0.12033,                 0.7691,               0.000793,               0.000793,               0.000793
                    188,                0.28105,                0.17769,                0.92241,                0.99012,                0.97943,                0.99373,                0.97265,                0.20036,                0.12034,                0.76898,              0.0007435,              0.0007435,              0.0007435
                    189,                 0.2765,                0.17333,                0.92251,                0.98708,                0.98286,                0.99367,                0.97266,                0.19951,                0.12009,                0.76885,               0.000694,               0.000694,               0.000694
                    190,                0.27503,                0.17211,                0.92021,                0.98794,                0.98241,                0.99363,                0.97293,                0.19894,                0.12006,                0.76858,              0.0006445,              0.0006445,              0.0006445
                    191,                0.22968,                0.11946,                0.87659,                0.98794,                0.98284,                0.99361,                0.97301,                0.19838,                0.12003,                0.76854,               0.000595,               0.000595,               0.000595
                    192,                0.22258,                0.11489,                0.87175,                 0.9878,                0.98286,                0.99365,                0.97306,                0.19773,                0.11996,                0.76833,              0.0005455,              0.0005455,              0.0005455
                    193,                0.22003,                0.11503,                   0.87,                0.98787,                0.98286,                0.99365,                0.97326,                0.19725,                0.11957,                0.76789,               0.000496,               0.000496,               0.000496
                    194,                0.21357,                0.11146,                0.86633,                0.98793,                0.98286,                0.99363,                0.97326,                0.19643,                0.11829,                0.76753,              0.0004465,              0.0004465,              0.0004465
                    195,                0.20978,                0.11005,                0.86237,                0.98739,                0.98286,                0.99359,                0.97323,                0.19578,                0.11826,                0.76735,               0.000397,               0.000397,               0.000397
                    196,                0.20779,                0.10879,                0.86535,                0.98737,                0.98286,                 0.9936,                0.97341,                0.19525,                 0.1178,                0.76712,              0.0003475,              0.0003475,              0.0003475
                    197,                0.20645,                0.10818,                0.86419,                0.98807,                0.98286,                0.99359,                0.97349,                0.19499,                0.11792,                0.76718,               0.000298,               0.000298,               0.000298
                    198,                0.20437,                0.10689,                 0.8633,                0.98879,                0.98275,                0.99357,                0.97348,                0.19449,                0.11715,                0.76709,              0.0002485,              0.0002485,              0.0002485
                    199,                0.20078,                0.10564,                0.86306,                0.98759,                0.98286,                 0.9936,                0.97334,                0.19392,                0.11723,                0.76688,               0.000199,               0.000199,               0.000199
                    200,                0.19916,                0.10418,                0.86095,                0.98708,                0.98229,                0.99362,                0.97357,                0.19318,                 0.1167,                0.76665,              0.0001495,              0.0001495,              0.0001495
